timestamp,Power,currentCPUFrequency,userTime1Sec,idleTime1Sec,percentCPU,contextSwitches,interrupts,interruptsSoftware,numberOfProcesses
Sat Dec 14 12:23:19 2019,88.3,1379.80275,0.869200072,30.50618179,4.5,5568.3619,3507.73128,6993.341027,455
Sat Dec 14 12:23:24 2019,99.5,1387.533281,0.986671323,30.42628117,4.8,5510.285265,3904.595148,4732.10699,455
Sat Dec 14 12:23:28 2019,100.7,1273.951156,0.664677342,30.7601961,3.8,4160.928854,3097.201635,5783.910231,455
Sat Dec 14 12:23:32 2019,104.7,1325.581375,1.748247491,29.83464695,6.6,12163.46845,5324.606705,5391.809534,455
Sat Dec 14 12:23:37 2019,103.3,1401.183688,1.557624438,30.06215165,5.9,9171.000635,4126.974624,4529.766568,455
Sat Dec 14 12:23:41 2019,103.4,1310.45675,1.000643479,30.42589188,4.8,3181.608027,3924.421471,4842.773589,455
Sat Dec 14 12:23:45 2019,105,1246.710188,1.29497324,30.16411352,4.8,6759.906363,5253.404599,3348.674222,455
Sat Dec 14 12:23:50 2019,88.3,1292.84475,0.383694848,31.08319796,2.8,4741.567816,2535.518201,5950.010826,455
Sat Dec 14 12:23:55 2019,101.1,1239.031844,0.89854383,30.57006635,4.4,3242.000953,3715.743016,4496.830137,454
Sat Dec 14 12:24:00 2019,100.9,1304.340469,1.315490686,29.95677673,6,8047.201059,5064.443383,6802.378846,455
Sat Dec 14 12:24:05 2019,102.9,1341.739156,0.914311043,30.46789819,4.7,4031.974651,4333.677717,4724.266696,454
Sat Dec 14 12:24:09 2019,96.2,1331.605438,1.078587387,30.33922669,5,5655.401312,4500.119789,6145.513369,453
Sat Dec 14 12:24:13 2019,98.4,1321.93225,0.973992454,30.29360029,4.9,7043.426428,3837.043271,5284.152558,453
Sat Dec 14 12:24:18 2019,99.9,1356.923719,1.185159948,30.29336967,5.2,5107.138946,5290.631883,4813.404232,451
Sat Dec 14 12:24:22 2019,99.8,1613.331594,0.523397321,30.84392584,3.5,4665.052493,3213.902991,6829.969877,451
Sat Dec 14 12:24:27 2019,104,1350.775406,1.017893989,30.38217809,5,4460.920407,4125.602637,4942.266815,451
Sat Dec 14 12:24:32 2019,103.1,1224.199781,0.755718055,30.69272523,3.4,4897.679495,3421.679906,3117.630648,451
Sat Dec 14 12:24:37 2019,101.6,1408.249375,1.315477038,30.21486321,5.4,10401.07759,4476.928549,6108.159227,451
Sat Dec 14 12:24:42 2019,103.9,1276.462625,1.394020747,30.25142496,5.3,7695.503578,3978.441234,4194.005398,451
Sat Dec 14 12:24:47 2019,103,1414.850313,1.239475715,30.1958215,5.5,5686.70675,4879.383152,5024.478177,436
Sat Dec 14 12:24:51 2019,102.7,1236.868844,0.832363865,30.4275235,4.4,5717.999017,4600.635712,6081.367218,438
Sat Dec 14 12:24:55 2019,99.3,1319.729313,1.027300136,30.35160686,4.9,5490.700134,3938.551872,5044.968725,439
Sat Dec 14 12:25:00 2019,100.3,1455.69775,1.533879005,29.87655439,6.1,6728.859373,5503.947425,4893.074025,437
Sat Dec 14 12:25:04 2019,93,1350.278719,0.491922846,30.82797677,3.5,5649.319892,2883.836803,6758.581558,430
Sat Dec 14 12:25:09 2019,104.2,1310.608844,1.02798146,30.33230627,5.1,4652.741989,4260.738392,5678.961194,430
Sat Dec 14 12:25:14 2019,89.8,1301.64075,0.839924818,30.64257185,3.8,10130.58971,3469.731381,2916.046676,430
Sat Dec 14 12:25:19 2019,76,1222.377219,0.060678626,31.54701331,1.3,3629.951988,1721.315599,3719.795501,431
Sat Dec 14 12:25:24 2019,103.5,1388.009875,1.086554331,30.31388695,5.2,5175.326798,4063.713197,5150.267527,431
Sat Dec 14 12:25:28 2019,88.6,1285.086313,1.21250605,30.24204348,5,5997.278922,4059.217042,4551.767191,431
Sat Dec 14 12:25:32 2019,92.8,1270.045844,0.391834653,31.06932407,2.8,4986.03511,2425.967588,6398.100113,429
Sat Dec 14 12:25:37 2019,102.4,1295.384281,1.119750228,30.25029582,5.4,3495.081254,4311.2818,5166.673604,429
Sat Dec 14 12:25:41 2019,102.5,1297.322844,1.025010749,30.4094638,4.8,6588.554842,4429.945506,5804.823345,429
Sat Dec 14 12:25:45 2019,94.7,1440.172719,1.229447533,30.21762926,5.4,11142.44647,4593.021218,6748.571406,429
Sat Dec 14 12:25:50 2019,105.8,1405.489563,1.724752926,29.9002854,6.3,8982.810811,4267.050485,4517.83465,427
Sat Dec 14 12:25:55 2019,100.8,1565.506531,0.998558356,30.39533317,4.9,5215.998941,4285.9691,4983.785174,429
Sat Dec 14 12:26:00 2019,91.8,1619.732156,1.027824682,30.40599075,4.9,6437.31493,3539.828206,6750.948291,432
Sat Dec 14 12:26:05 2019,99.4,1261.798719,1.065182304,30.34790538,5.1,3650.794863,3805.481264,5059.224332,432
Sat Dec 14 12:26:09 2019,105.4,1276.130094,1.278150971,30.15219004,5.6,6466.71354,4929.523973,6214.735206,434
Sat Dec 14 12:26:13 2019,94.9,1345.448281,0.89585928,30.52981313,4.5,5442.832006,3080.733475,5265.85111,435
Sat Dec 14 12:26:18 2019,101.7,1430.098875,1.117615248,30.34361921,5.1,6672.57696,5666.723237,5006.867612,436
Sat Dec 14 12:26:22 2019,102,1238.310813,0.555104601,30.81804402,3.4,6359.112748,2756.289116,5472.649655,435
Sat Dec 14 12:26:27 2019,81.6,1338.767,0.417086446,31.23252961,2.3,6495.582898,2822.480764,3449.872769,436
Sat Dec 14 12:26:32 2019,102.9,1500.11,1.076889731,30.36437445,5,4026.001209,3989.778554,4772.775288,436
Sat Dec 14 12:26:37 2019,102.3,1324.291469,0.996341723,30.37569913,5,6071.029182,3614.821728,7265.85627,436
Sat Dec 14 12:26:42 2019,102.9,1429.562219,1.014148944,30.40880579,4.9,3371.164221,4100.450866,4911.574239,435
Sat Dec 14 12:26:47 2019,84.3,1219.341188,0.698953899,30.80683362,3.6,5920.159103,3282.538115,5264.86535,436
Sat Dec 14 12:26:51 2019,106.6,1354.824969,1.647727134,29.90004113,6.4,11997.01121,4527.720514,5746.113725,435
Sat Dec 14 12:26:55 2019,105,1384.377,1.594376112,30.03512496,6,9000.557423,3951.618596,4558.942016,435
Sat Dec 14 12:27:00 2019,102.7,1317.025563,1.061182011,30.33617565,5.1,3524.77933,4092.852452,4886.305057,435
Sat Dec 14 12:27:04 2019,102.6,1274.187531,1.45327714,29.96379952,6.2,6665.113583,5535.598352,6194.31995,436
Sat Dec 14 12:27:09 2019,103.9,1304.4405,0.843747877,30.56677344,4.4,4889.626619,3049.238268,5705.771607,435
Sat Dec 14 12:27:14 2019,100.5,1240.381594,1.346937401,30.06920282,5.6,6477.829175,5099.176097,4312.353217,435
Sat Dec 14 12:27:19 2019,86.9,1367.894563,0.048949447,31.17883974,1.1,6431.957332,1930.957784,2412.032949,436
Sat Dec 14 12:27:24 2019,80.5,1244.118656,0.32113673,31.14634651,2.4,5935.546683,2131.838768,3986.011754,435
Sat Dec 14 12:27:29 2019,103.1,1215.816375,0.93969838,30.49712785,4.6,3145.248787,3468.270105,4617.051375,435
Sat Dec 14 12:27:33 2019,99.6,1248.468656,1.078024388,30.19198325,5.2,5974.153209,4629.907901,6434.077835,435
Sat Dec 14 12:27:37 2019,103.8,1288.218531,1.085770251,30.3114919,5.2,5581.735494,3742.499117,5427.147129,435
Sat Dec 14 12:27:42 2019,103.1,1232.178406,1.397293341,30.07832146,5.8,6596.97727,5497.643346,4719.638203,435
Sat Dec 14 12:27:46 2019,100.1,1287.677813,0.640140042,30.72672203,3.9,5148.381054,3332.622608,7303.438063,436
Sat Dec 14 12:27:51 2019,100.6,1695.631,1.110116292,30.30010535,5.2,5803.343388,4814.811262,4797.973519,437
Sat Dec 14 12:27:56 2019,94,1532.874406,0.640219656,30.77361637,3.7,7153.622566,3463.647075,6209.151734,437
Sat Dec 14 12:28:01 2019,107.3,1335.987375,1.945696282,29.73548514,6.9,10362.10504,4317.918943,4439.671768,437
Sat Dec 14 12:28:06 2019,103.4,1417.297656,1.123767747,30.29670014,5.2,5977.308897,4169.491585,5114.317917,437
Sat Dec 14 12:28:10 2019,103.2,1280.888656,1.497167068,29.90195625,6.2,7960.546848,5178.737404,5545.117312,437
Sat Dec 14 12:28:14 2019,87.9,1230.404094,0.043824314,31.64358951,1,8831.32971,1908.305414,1870.080873,437
Sat Dec 14 12:28:18 2019,79.6,1539.235063,0.13145022,31.50423598,1.5,4348.081155,2045.268048,3947.401412,437
Sat Dec 14 12:28:23 2019,101.3,1290.169219,1.042115338,30.39908878,4.9,4420.955186,3381.274697,4673.449019,437
Sat Dec 14 12:28:27 2019,101.9,1276.935281,1.555445044,29.72384887,6,6746.103902,5539.964592,4474.277832,438
Sat Dec 14 12:28:32 2019,101,1281.745719,0.616649055,30.70129246,4,4987.809925,2931.53003,6312.920227,438
Sat Dec 14 12:28:37 2019,101.6,1414.649938,1.478097628,29.9926565,6.1,5838.975066,5832.122957,5108.540331,438
Sat Dec 14 12:28:42 2019,101.1,1273.110125,0.567577766,30.79598672,3.7,4990.770011,2977.043241,5528.207441,438
Sat Dec 14 12:28:47 2019,100.8,1404.888781,1.284405071,30.17764536,5.6,6549.095307,4911.674635,4893.661637,439
Sat Dec 14 12:28:51 2019,94,1287.465563,0.321382529,31.14488874,2.5,3252.537279,2408.177725,5751.773386,439
Sat Dec 14 12:28:55 2019,94.2,1307.052063,1.003097673,30.45083154,4.7,5361.946613,3084.768814,4931.247637,438
Sat Dec 14 12:29:00 2019,101.7,1313.661094,1.322050215,30.17829174,5.6,5302.322207,5718.658462,4789.327768,437
Sat Dec 14 12:29:04 2019,96.9,1654.387281,0.379889248,30.98045519,3.1,6861.627777,3338.642042,7318.468949,437
Sat Dec 14 12:29:09 2019,104.9,1338.562875,1.94555804,29.75098814,6.9,10550.24844,4511.580768,4431.722852,437
Sat Dec 14 12:29:14 2019,101.5,1329.350281,1.074768871,30.38130803,4.9,6311.379531,3492.313641,4764.612892,438
Sat Dec 14 12:29:19 2019,102.2,1239.268156,1.298068932,29.77922843,5.3,9651.915866,5053.266836,4007.95914,438
Sat Dec 14 12:29:24 2019,101.7,1281.813906,0.552102522,30.65539464,3.8,6457.445915,3311.636226,5394.55067,438
Sat Dec 14 12:29:29 2019,100.2,1605.180406,1.166640502,30.26805719,5.3,4756.604732,5429.380471,4934.536983,438
Sat Dec 14 12:29:33 2019,96.2,1237.906375,0.837397185,30.55282577,4.4,4540.202003,3347.641303,6333.303067,437
Sat Dec 14 12:29:37 2019,102.6,1245.652906,1.007838746,30.43234822,4.8,5323.530844,3583.426652,4367.301232,437
Sat Dec 14 12:29:42 2019,102.1,1291.150531,1.383018433,30.11960918,5.7,5766.797282,5609.259795,4467.052142,439
Sat Dec 14 12:29:46 2019,88.6,1215.824375,0.489142735,30.87196385,3.4,5123.587631,2834.107607,5467.447673,439
Sat Dec 14 12:29:51 2019,102.2,1322.977594,0.924093185,30.49311727,4.6,3299.717486,4193.268608,4702.694554,437
Sat Dec 14 12:29:56 2019,93.2,1220.827125,0.849588899,30.48732145,4.3,6007.611455,4673.91349,6223.53232,436
Sat Dec 14 12:30:01 2019,102.7,1331.645438,1.176413247,30.21091856,5.5,5085.393704,4708.0019,5222.022065,436
Sat Dec 14 12:30:06 2019,102.5,1212.972438,0.832186874,30.58923138,4.3,5152.705312,3548.640637,6243.16383,436
Sat Dec 14 12:30:11 2019,91.6,1377.960313,1.908215799,29.7172807,6.9,13132.24327,4877.399581,5411.700005,436
Sat Dec 14 12:30:15 2019,102,1364.149438,1.306987834,30.16781042,5.6,6762.992725,4097.419028,4796.669688,436
Sat Dec 14 12:30:19 2019,102,1357.516531,1.353134197,30.16077717,5.7,5512.805006,5702.146446,4829.423562,436
Sat Dec 14 12:30:24 2019,91.9,1258.470188,0.535568178,30.52251736,3.3,10321.37255,3011.840682,3839.050077,441
Sat Dec 14 12:30:28 2019,87.3,1332.498594,0.554929367,30.95191561,3.2,4990.713452,2735.217643,4877.293678,441
Sat Dec 14 12:30:33 2019,102.3,1540.873281,1.078967285,30.36969806,5,3967.505657,3973.967711,4754.11393,441
Sat Dec 14 12:30:38 2019,102.2,1428.112313,0.955166482,30.50660817,4.5,5539.182671,3777.409412,6240.486258,441
Sat Dec 14 12:30:43 2019,102,1360.340344,1.123876002,30.30940855,5.2,4326.922606,4114.48263,4804.080414,440
Sat Dec 14 12:30:48 2019,105.2,1218.139563,0.892786869,30.59361321,3.6,4942.436783,3766.150926,3107.524823,443
Sat Dec 14 12:30:53 2019,95.1,1303.254906,0.563633873,30.80024268,3.6,4867.996164,3173.571834,6746.384328,442
Sat Dec 14 12:30:57 2019,101.8,1610.547719,1.21732161,30.25287665,5.4,4844.696544,4934.291414,4870.260297,442
Sat Dec 14 12:31:01 2019,96.4,1300.122625,0.781494217,30.62678271,4.2,4299.922386,3007.900639,7113.058111,440
Sat Dec 14 12:31:06 2019,95.8,1338.3025,1.000489534,30.45285662,4.7,5232.97409,3387.302157,4775.085814,441
Sat Dec 14 12:31:10 2019,101.4,1278.45325,1.302495118,30.21545217,5.4,5476.809379,5006.206937,4626.657425,440
Sat Dec 14 12:31:15 2019,97.6,1282.638906,0.890772846,30.53686782,4.4,8036.337267,3887.685095,7252.261388,440
Sat Dec 14 12:31:20 2019,98.3,1284.749813,1.734604019,29.88178458,6.4,10409.38613,4056.9373,4558.719479,440
Sat Dec 14 12:31:25 2019,102.4,1344.294594,0.965295001,30.43909958,4.8,4564.885936,4042.295193,4733.469911,440
Sat Dec 14 12:31:30 2019,102.6,1217.923156,1.029800185,30.33799178,4.2,7404.96814,3579.240873,3801.646388,440
Sat Dec 14 12:31:34 2019,85.8,1219.925875,0.048673856,31.45547973,1.3,5445.38769,1648.826887,2826.977582,440
Sat Dec 14 12:31:38 2019,97.3,1302.754219,0.564769714,30.95765712,3.2,4919.095521,2693.123856,4145.945258,440
Sat Dec 14 12:31:43 2019,102.7,1265.980375,0.847147559,30.6312004,4.2,3256.406006,3614.25282,4365.487695,440
Sat Dec 14 12:31:47 2019,104.3,1214.766844,1.309501701,30.09176491,5.5,6688.194745,4360.2999,5658.118314,439
Sat Dec 14 12:31:52 2019,92.3,1237.237344,0.802605296,30.60275266,4.2,4846.169928,2882.136042,5613.147379,439
Sat Dec 14 12:31:57 2019,100,1285.583,1.254947842,30.21468027,5.4,5271.368277,4791.512245,4353.748848,439
Sat Dec 14 12:32:02 2019,95.7,1316.572969,0.581538218,30.68642069,3.9,5938.151355,3043.383338,6250.850524,440
Sat Dec 14 12:32:07 2019,102.1,1246.826469,1.454835674,30.04441263,6,5134.023065,5278.72341,4831.699205,441
Sat Dec 14 12:32:12 2019,99.4,1303.122656,0.532389334,30.84334972,3.5,4929.103161,2592.657764,6442.106672,442
Sat Dec 14 12:32:16 2019,102.4,1274.796344,0.951878987,30.45525864,4.8,3425.547117,3778.545719,4773.271433,440
Sat Dec 14 12:32:20 2019,102.7,1233.700656,0.883470486,30.60263883,4.3,6724.354288,4282.032985,3418.032923,440
Sat Dec 14 12:32:25 2019,95.3,1517.958125,1.061179944,30.46267932,4.6,9434.52252,4087.733295,5729.64153,440
Sat Dec 14 12:32:29 2019,90.7,1253.167,1.791566784,29.89433651,6.4,9751.868,4123.768054,4296.595828,440
Sat Dec 14 12:32:34 2019,102,1336.371906,1.141422882,30.29175787,5.3,4867.982599,4145.929839,4858.780733,440
Sat Dec 14 12:32:39 2019,102.4,1210.256813,1.180367378,30.27456363,5.2,7081.617021,4290.625632,6138.693363,440
Sat Dec 14 12:32:44 2019,102.6,1342.179719,0.876997396,30.51089601,4.5,5191.315612,3193.210161,5615.328192,439
Sat Dec 14 12:32:49 2019,102.6,1403.454813,1.297875556,30.09779287,5.8,5893.686178,5163.704587,4207.818261,439
Sat Dec 14 12:32:54 2019,103.7,1283.047563,0.847820524,30.58223732,4.3,4896.016673,3185.886314,4367.94001,438
Sat Dec 14 12:32:58 2019,102.8,1274.271688,1.409252877,30.06406137,5.9,6064.411862,6123.069883,4915.34747,438
Sat Dec 14 12:33:02 2019,99.2,1259.595688,0.370038472,30.98585309,2.8,5794.266887,2505.306522,6382.676746,438
Sat Dec 14 12:33:07 2019,99.3,1301.913188,1.158851802,30.23239848,5.4,3368.217369,4295.785723,5229.197028,438
Sat Dec 14 12:33:11 2019,100.6,1260.164469,1.209972609,30.21766604,5.1,5959.784601,3837.341702,4848.654825,438
Sat Dec 14 12:33:16 2019,95.4,1279.947344,0.546221284,30.90555266,3.4,4563.394951,2976.024997,5864.7329,439
Sat Dec 14 12:33:21 2019,102.9,1296.75425,0.792891774,30.7289612,3.9,3786.107166,3220.902585,3937.637594,439
Sat Dec 14 12:33:26 2019,98.8,1206.014969,0.671466247,30.54877781,3.1,5447.098639,2742.831951,3831.077102,439
Sat Dec 14 12:33:31 2019,95.8,1701.038469,0.415031989,30.46961261,2.8,10411.62559,3257.413803,4339.041981,441
Sat Dec 14 12:33:35 2019,91.3,1476.766375,1.743082749,29.95375718,6.2,10058.75601,4380.59092,4158.566972,441
Sat Dec 14 12:33:39 2019,97.5,1478.492625,1.487241126,30.02231105,6,6734.695169,4150.644138,4936.374802,441
Sat Dec 14 12:33:43 2019,102.2,1647.553938,0.998094856,30.47354002,4.7,4653.069531,4706.869278,4596.835406,441
Sat Dec 14 12:33:48 2019,102.3,1243.790281,0.927429268,30.45181141,4.7,5016.150901,3307.100798,6644.385645,442
Sat Dec 14 12:33:52 2019,99.6,1281.128906,1.127127026,30.29853773,5.2,5303.096142,3355.576443,5009.507548,442
Sat Dec 14 12:33:57 2019,106.7,1257.02025,1.309746156,30.13786596,5.7,6716.511416,4836.663495,5210.988555,443
Sat Dec 14 12:34:02 2019,103.5,1278.397281,0.826209075,30.51687405,4.5,5212.1654,3148.992123,6534.295704,444
Sat Dec 14 12:34:07 2019,102.6,1296.718094,1.253199084,30.02390869,5.6,5680.712287,4923.31009,4581.81334,444
Sat Dec 14 12:34:12 2019,93.6,1291.390813,0.86135848,30.5880142,4.3,4952.223969,2819.578678,5615.665762,444
Sat Dec 14 12:34:16 2019,101.9,1411.089188,1.339005197,30.10083683,5.7,6800.929124,5688.824444,4947.502475,443
Sat Dec 14 12:34:20 2019,102.4,1279.138281,0.60126231,30.74714267,3.8,5565.206046,2787.471543,6591.003363,443
Sat Dec 14 12:34:25 2019,101.7,1320.414156,0.92756316,30.47811864,4.7,3319.02062,4318.889885,4789.731657,443
Sat Dec 14 12:34:29 2019,106,1310.785125,0.981443652,30.39065841,4.9,5484.394802,4191.71418,6126.351494,442
Sat Dec 14 12:34:33 2019,104.7,1352.221375,1.662783592,29.91062843,6.3,12343.55105,5148.786265,5797.588355,442
Sat Dec 14 12:34:38 2019,98.6,1365.022719,1.421212557,30.17629692,5.6,8114.223206,4565.890037,4543.769236,442
Sat Dec 14 12:34:43 2019,99.7,1324.50775,1.364402561,30.08341256,5.9,6028.036221,5219.182365,5007.572728,441
Sat Dec 14 12:34:48 2019,84.7,1255.702375,0.432698539,31.05052548,2.8,9290.879537,2790.611891,3892.916314,445
Sat Dec 14 12:34:53 2019,86.6,1285.647,0.473728523,31.05270895,2.9,5062.435266,2953.168803,4662.898111,445
Sat Dec 14 12:34:57 2019,102.4,1410.884844,0.947096043,30.46776319,4.7,3489.647193,3717.291101,4851.371658,445
Sat Dec 14 12:35:01 2019,102.2,1225.257156,1.334217943,30.19276771,5.5,6264.250628,4437.735482,5846.698845,444
Sat Dec 14 12:35:06 2019,92.4,1331.621469,0.649965396,30.81128096,3.6,5207.02615,3122.024796,5395.443085,444
Sat Dec 14 12:35:10 2019,102.5,1427.928031,1.056939575,30.35413564,5.1,5177.786247,4076.03633,4927.919887,444
Sat Dec 14 12:35:15 2019,102.4,1280.211688,1.008066687,30.38489161,4.9,6533.838058,3428.796922,7096.00651,445
Sat Dec 14 12:35:20 2019,99.8,1256.631781,0.976961142,30.42675973,4.8,3309.333503,3991.835816,4798.856623,445
Sat Dec 14 12:35:25 2019,100.9,1351.32425,1.163110369,30.18016854,5.5,7144.904754,4275.507559,7043.671074,446
Sat Dec 14 12:35:30 2019,101,1363.208281,0.965332237,30.43244143,4.8,3937.302357,4295.043127,4812.954641,446
Sat Dec 14 12:35:35 2019,82.6,1228.874,0.702694471,30.51142456,3.7,7813.022984,3489.201015,4809.24879,446
Sat Dec 14 12:35:39 2019,95.9,1509.847188,1.09788296,30.36583602,4.9,12050.66523,4419.52664,5491.118833,446
Sat Dec 14 12:35:43 2019,90.3,1238.667375,1.811473787,29.86496972,6.5,9442.307116,4091.885547,4371.884856,446
Sat Dec 14 12:35:48 2019,103.5,1265.968375,1.034602966,30.37837743,5,5061.034272,3216.276325,4807.373968,443
Sat Dec 14 12:35:52 2019,102.9,1283.892688,1.665205149,29.77893184,6.7,6601.905443,6499.169102,5092.508963,442
Sat Dec 14 12:35:57 2019,91.6,1473.758125,0.696962204,30.69374561,4,5087.040986,3098.349394,6128.76455,444
Sat Dec 14 12:36:02 2019,103.5,1356.294969,1.141291942,30.37833338,4.9,6038.276152,3980.622703,4420.499718,444
Sat Dec 14 12:36:07 2019,101.5,1299.473719,0.867282992,30.41167946,4.7,6088.600691,3743.804213,6618.563458,444
Sat Dec 14 12:36:12 2019,103.7,1393.885813,1.398038634,30.06762082,6,4914.086218,5472.322653,4994.365748,444
Sat Dec 14 12:36:17 2019,103.2,1236.696656,0.593303542,30.69513636,3.6,5982.183662,2998.043077,6298.416408,445
Sat Dec 14 12:36:21 2019,100.4,1376.04175,0.956718587,30.46893087,4.7,3699.555308,3960.522821,4546.239086,445
Sat Dec 14 12:36:25 2019,106.6,1292.536406,1.202689155,30.12078992,5.6,6028.540252,5030.843864,5872.482813,445
Sat Dec 14 12:36:30 2019,100.1,1307.737,1.000625452,30.35230537,5,5614.701744,3581.313965,6139.604049,445
Sat Dec 14 12:36:34 2019,100.8,1311.7025,1.329442401,30.18516016,5.6,5511.829237,5241.801467,4788.914496,445
Sat Dec 14 12:36:39 2019,86.7,1312.932125,0.101776788,31.32572095,1.6,3028.250888,1914.382234,4566.646181,446
Sat Dec 14 12:36:44 2019,93.5,1598.130969,1.632945238,29.97844669,6.1,11669.09716,4459.663511,5114.799575,446
Sat Dec 14 12:36:49 2019,99.8,1288.723219,1.476239302,30.07299161,5.9,6374.064551,3907.922608,4583.585981,446
Sat Dec 14 12:36:54 2019,101.9,1401.860594,1.354558402,30.15262663,5.6,6960.316137,5529.612761,4706.894702,448
Sat Dec 14 12:36:59 2019,89.5,1322.30475,0.628508807,30.68532718,4,5359.555008,3124.922293,5295.529344,448
Sat Dec 14 12:37:03 2019,103.4,1411.838313,1.061337519,30.38200361,5,3494.137327,3857.5724,4782.834764,447
Sat Dec 14 12:37:08 2019,103.1,1237.894281,1.175939546,30.18244836,5.5,6484.953574,4197.105971,6810.954206,446
Sat Dec 14 12:37:12 2019,102,1282.546906,1.076188025,30.35970246,5,5142.08482,3429.436275,4972.378246,445
Sat Dec 14 12:37:16 2019,94.7,1331.188906,1.25109684,30.23078355,5.3,6798.762047,5334.68666,4331.861956,445
Sat Dec 14 12:37:21 2019,85,1227.896719,0.195777548,31.07968577,1.6,6498.444156,2130.255501,1651.383619,445
Sat Dec 14 12:37:26 2019,101.3,1339.424,0.524745675,30.86013648,3.4,6066.882361,3293.953912,4821.002985,445
Sat Dec 14 12:37:31 2019,101,1285.294563,1.307494271,30.17414923,5.6,5174.389006,4602.458128,4762.958922,445
Sat Dec 14 12:37:36 2019,92,1682.413188,0.460082823,31.02720245,2.9,4412.48794,2567.262151,5815.446879,445
Sat Dec 14 12:37:40 2019,99,1375.677188,0.917756817,30.53914927,4.5,3706.325608,3047.342132,4395.738687,445
Sat Dec 14 12:37:44 2019,99.6,1309.647625,1.407086408,30.06490856,5.6,6017.607082,5393.425498,4246.820484,446
Sat Dec 14 12:37:49 2019,90.1,1617.144625,0.769366176,30.54335025,4.4,8438.437437,3851.943757,7226.198769,446
Sat Dec 14 12:37:53 2019,103.5,1474.779688,1.84729109,29.81951309,6.6,10329.25347,4241.954731,4533.773178,445
Sat Dec 14 12:37:57 2019,97.2,1362.79575,1.163622625,30.3588656,5,5952.002758,4129.399705,4534.963573,446
Sat Dec 14 12:38:02 2019,102.4,1456.979438,1.483951108,29.93352565,6,6933.262333,4642.73094,4834.783187,446
Sat Dec 14 12:38:07 2019,91.6,1220.903188,0.07830222,31.28956709,1.3,7344.552475,2151.353493,1664.509441,447
Sat Dec 14 12:38:12 2019,100.3,1320.306094,0.843857403,30.47871972,4.6,5102.302536,3339.404147,6380.031867,447
Sat Dec 14 12:38:17 2019,101.1,1328.929813,1.407746404,30.08739775,5.8,5897.263098,5657.221778,5037.539251,447
Sat Dec 14 12:38:21 2019,85.8,1285.590969,0.589265004,30.73430942,3.8,5306.063513,3323.259824,7491.94448,447
Sat Dec 14 12:38:25 2019,102.3,1248.476656,0.959298709,30.44921232,4.7,3414.032105,3717.647712,4778.719736,447
Sat Dec 14 12:38:30 2019,102.3,1265.391625,1.122124101,30.29004839,5.2,5726.240665,4452.715005,5165.665437,446
Sat Dec 14 12:38:34 2019,103.7,1298.08,0.981306716,30.41563818,4.9,5405.222451,3393.421933,5325.110811,446
Sat Dec 14 12:38:39 2019,102.8,1362.851781,1.227379609,30.02871324,5.6,6740.017117,4946.516004,5687.250364,446
Sat Dec 14 12:38:44 2019,97.5,1354.428375,0.720491563,30.72270003,3.9,4901.496273,3039.182211,5426.202085,447
Sat Dec 14 12:38:49 2019,99.1,1273.270219,1.143169893,30.30574705,5.2,5014.679163,4438.787754,4479.111898,445
Sat Dec 14 12:38:54 2019,91.5,1554.72,0.898405243,30.44595544,4.5,9468.486626,3900.527162,6926.919725,445
Sat Dec 14 12:38:59 2019,95,1390.325063,1.750140951,29.88551651,6.4,9908.655954,3965.420034,4574.249828,445
Sat Dec 14 12:39:03 2019,102,1285.526938,1.034497447,30.37771327,5,3205.238208,3958.35235,4893.294631,444
Sun Dec 15 14:42:45 2019,117.7,1992.2415,8.725929174,21.85132292,29.1,7403.413138,17490.305,16607.97875,403
Sun Dec 15 14:42:49 2019,129.3,1964.952469,17.59274726,12.89566636,57.3,6673.069047,32155.40252,29914.73179,404
Sun Dec 15 14:42:53 2019,146,1496.913625,18.44647186,12.55587902,59.9,8344.519288,31475.20616,29294.85852,407
Sun Dec 15 14:42:57 2019,130.8,1971.701688,18.22847557,12.98173257,58.9,7601.56891,29831.9338,29496.92134,407
Sun Dec 15 14:43:02 2019,134.6,2022.498469,17.77379803,13.53541575,57.2,8775.898424,27457.47376,27545.37369,408
Sun Dec 15 14:43:07 2019,129.1,1852.355625,17.25104171,13.98405106,56.2,7333.405498,22670.44873,28989.50159,410
Sun Dec 15 14:43:13 2019,135.2,2075.037813,18.30720154,13.03881534,59.1,6331.852338,31314.10506,30787.07066,411
Sun Dec 15 14:43:18 2019,148.1,1944.044125,18.4259165,12.74209591,60,10102.04641,30304.96448,29689.39673,414
Sun Dec 15 14:43:23 2019,134.5,2054.714156,18.75256849,12.54217517,60.7,6273.241252,33665.34399,31939.08176,414
Sun Dec 15 14:43:27 2019,133.3,1455.909938,19.19586723,12.08962291,62.1,10007.41299,23370.75533,26892.71616,416
Sun Dec 15 14:43:31 2019,129.8,2062.492781,20.38912119,10.47199672,66.4,14381.169,25981.16257,30928.77339,415
Sun Dec 15 14:43:35 2019,133.5,2048.698,20.14496879,11.34828372,64.5,13650.80934,28702.56321,26262.96221,415
Sun Dec 15 14:43:39 2019,138.5,1932.192031,19.23534337,12.29932346,61.4,9831.911681,25033.70019,27682.72907,415
Sun Dec 15 14:43:44 2019,131.5,1443.617313,19.05184801,12.24635796,61.6,8695.207827,30188.69181,31036.83285,415
